id,description,value
37,"jtGMux9yFVtMHic",0.403658
37,"OBQOHkaWWLoE2qr",7.258066
38,"eUKf2QWYvmk2VEf",751.684748
38,"XcIgYsIJcceddkm",4.186018
39,"NvfV2nSaeYCO6NK",16.647113
39,"TPIa4a4XlHCR4Ig",857.589285
40,"dUylAw1M3jhxlz0",650.245660
40,"OQDmKMwnVGMCmhs",0.395020
41,"UIZXaj52LkrxUSP",6.519668
41,"DjVGIgoJQ90ML21",88.399628
42,"VjdmANbvqWpbHsA",0.460122
42,"c6J2tRFjU1NajC1",691.858750
43,"Czkgmk1j6Rraq2m",51.852557
43,"vsJYgMVDDiLFmDW",529.283285
44,"GjSBbCgqw4iet8n",0.294565
44,"Qbx4009XJncsKBX",520.624967
45,"Cik2YLOUqxSbJhD",0.940543
45,"Cy93DbTlRsOHVzx",6.051878
46,"YXzTxr5PEpsYUgQ",2.609784
46,"dqohky9bISEG9lB",6.573967
47,"wMJCMK8vzyHuBY7",0.650171
47,"6EHQ5q2CNHcmBPM",73.827514
48,"4mdBr5WZukMasAu",0.296545
48,"qmNS9LG6BrpzGbZ",317.377992
49,"KL56mVVyRtzzVV9",66.298886
49,"w5qZsuXIWFz16sY",8.796555
50,"HMBzW6TCmFWj2aw",2.449207
50,"eUyiZXrZcLud9Cx",866.616894
51,"K6MT9HeM8wT3j3X",33.586534
51,"D2QcnFGMxvJvNbo",77.318195
52,"ZDohCCrnQOr1eSs",9.710296
52,"j2SdnjKynbXE3jH",14.401133
53,"0Sg4AILpo2leaFD",2.326327
53,"uIFaoQ1awKEBkRy",0.618020
54,"jirSkJ0xjbKlx1N",3.513014
54,"vjteYVVOnAR634K",0.680550
55,"lOXFLxxOQoxUD07",0.183506
55,"DwM7ts4l0CHJmBI",0.338081
56,"gLoPkW00U6GTdm7",3.566214
56,"lWfZbuEIBSU6iAM",13.320264
57,"v1gLWEwPTMUGLSj",859.372260
57,"xQyn0KSI3PTeaia",99.721772
58,"MNKViD69qBmbsl8",0.135917
58,"u9TJ6IJZn7NHEoP",53.373592
59,"sGMxA0TDmuD0vdC",15.500386
59,"iew32Zys7GzN2Gx",796.969815
60,"GLckUKjLyhvgFDm",8.079438
60,"Lje4omDX281U2IK",0.108255
61,"6t62nc85ngKzTY1",9.077222
61,"Bns8qjyTgJNskhJ",78.603203
62,"UF8mnV3A3te84CA",7.353706
62,"0ybMczVXr2eFwuH",25.832557
63,"SLNj3KMwHb5F3aZ",3.763215
63,"TQ7PHRIUyhqywN9",0.498300
64,"6aGhA8w18rVvelv",3.231584
64,"YLBLG1IhuKyINoz",34.744014
65,"6rD1XjVQ4WuuGAn",18.137674
65,"829ohRoGqqLr3rl",13.685569
66,"JTgcZVueGT5jo5M",0.426035
66,"2ZnXXlhLcmYiJH0",1.529012
67,"aaqwf6Ketuf9qFK",5.290532
67,"EYGqLNrJIwqT2BQ",24.935989
68,"oYko80mTeu8sX4f",344.197667
68,"rrdvxYLWpWEuLtC",0.159869
69,"zcPKNvSP8IXLPuq",753.098571
69,"nwqA8qKFIKxPqpx",59.964051
70,"fADEzSdqXBUpRXz",216.465224
70,"sXowfI0Geyr116C",2.846552
71,"CfZdAB6cIsw7tpO",6.152318
71,"AHh7LCtDDqUpPiv",527.810726
72,"Lv7bzB1VqZOYRbe",33.495796
72,"pC8t6pTussuUIsK",5.628830
73,"byJW1cNyl0N8A1B",0.339658
73,"2LlgHkr6PQBul3u",15.060744
74,"o4pPSuRzshEidDl",95.012562
74,"YO9IlE2dTs2cR3Q",666.441937
75,"FgYcA0anEeizBkD",4.870150
75,"y89AUham6CusJqI",1.472244
76,"bxsXwLnbGJA3nRj",403.412492
76,"gqfAgURbF4iRUAL",70.162463
77,"ajol99xlCb8noiG",6.597317
77,"g5AdIRQpK83sJGi",7.443583
78,"GcFDO3cCnKuKXvX",93.782787
78,"UJsV6sNI0pp3bGE",0.169823
79,"MPTC3bHb309qU1y",34.844405
79,"wWL4QV0FyxDqPho",419.083175
80,"MzAon106MVnuh8r",0.322259
80,"EI5bDHQ4c4AFMn8",5.955178
81,"2ZyTXOL7CvoHgG3",0.275622
81,"0OMEggURdVeiuBX",4.803003
82,"tLjPNghlSWxxhHU",0.398674
82,"cjYdJlhLptxQ29m",0.749312
83,"KsgPT0kU0plgzkY",64.577589
83,"AXK17ooYgTtJywY",0.382832
84,"DKTkF2FnHrLvWmd",41.595547
84,"hwHqE5MPa0UQAV1",0.540444
85,"YLQeg06Hsexxgmd",5.294538
85,"4o7hRo2iN0KXJvG",0.031491
86,"y2uhfxx7aWMVJpf",0.985159
86,"oRp5h3aSmIS2Zk8",0.854702
87,"hOP5Khho3bmwerg",76.361013
87,"32FCgWS0soDFwDy",4.800341
88,"9PwYL2gLGhlFkdA",472.661995
88,"XkKiZ5ZsTdZLjNo",126.808788
89,"hDaDXci6eLITy1X",36.884136
89,"W4WzdUpKSg8xrUx",84.862034
90,"wwFVBldOXyGFZm6",9.635201
90,"lkLOjmNpesozhox",93.625479
91,"B0rD4hpA6JS0XH7",1.237278
91,"zG56PsbIRSp7lwa",705.551707
92,"jhCbuUAnvamUQAB",2.152374
92,"C1INZpjiJlPveRX",0.552970
93,"iEjxquYvE4TLY29",2.958161
93,"k8hTsZE85DckuxX",62.845911
94,"soRvTgIYavA6CyT",0.957583
94,"HbxM0hg4bN1Vo2V",27.155633
95,"BsLprd3sPgjyRBr",0.420973
95,"TDyXk5aN7YCYqqL",6.268637
96,"Gq5WSEnbGTVcKb9",950.694282
96,"Pze5c5SnkDhco9g",5.938446
97,"zmnIg1asHKcfKDz",247.458429
97,"DIZUd0gJWMV3UlP",3.061668
98,"wsiiimVlBPb2uNE",12.293612
98,"THkgHnuhfM0mX97",10.221185
99,"8BgIumWu6bohdqg",0.366048
99,"dkyjQ12Am7rkFVG",30.505451
100,"lxEg0T7MyWENdNg",209.737418
100,"JdahWLGFHTd3WXe",179.108796
101,"jP3agyVGgJBFxxw",0.378419
101,"9q3hEod1MsOAjIq",0.110171
102,"yrFAyGHgA7xAVet",4.911491
102,"jHDd4Vo5vlmbhZv",0.451310
103,"PctvSf5OiQtNuqm",670.398975
103,"zqLqjzLhvXkXpP1",5.299274
104,"VBZOvVVW4Q2VOgK",107.220127
104,"JCACSKOtdsjHeS9",56.836230
105,"r6V7HLzqQTAeWks",6.909453
105,"ALX7NH3Z2yWf1DH",70.106307
106,"NkmCsYcbBO3Iz0V",4.578086
106,"OkrM7GtDb2VgTov",249.890871
107,"t2zUMqZdvLxhscJ",0.244223
107,"DPFqeqa9UWqHWKS",0.360031
108,"jO7eqDFvir2wRtv",82.927403
108,"AmRNciBiy4rupW5",0.916183
109,"JBQnl3XZu2y6NM8",9.098157
109,"P7EnidZwpRCiBah",0.893421
110,"g6R0FnAu1toJcEQ",973.616304
110,"a3KjRiZjbnBS9JC",0.026555
111,"KnOERR9erxcuVAE",98.155786
111,"CBGAznJ4ylQB6VI",0.341606
112,"9Gjw39aKBOfYUz0",885.367936
112,"IKb1ehtk2iABwCB",627.298795
113,"1xWDIk9fFmfUxm7",8.237413
113,"KvdsSlqjw1SBYcg",7.081243
114,"WD0zCkoK0w6MFfl",111.382099
114,"kilU9gnlstYAKyx",0.295068
115,"s0Py2yGqfbkDqXY",79.586327
115,"LHUWL3oB7VEBWp4",556.237674
116,"4bNO6Y6B3xQKtuZ",615.257836
116,"FTqMZupbnlF8NUj",0.511695
117,"EqcMP3pwEEKJ7bB",30.813321
117,"mL3tqZoqS4gc1G5",0.785745
118,"NqAvTtRhCQKMyL6",22.154905
118,"z0T8cYjhlU8Pt7u",265.641220
119,"QzK6IZir5MMv8kn",98.239598
119,"jEV59nqOycRHfwU",9.985345
120,"L4bzra0PMnLV7Ly",1.460442
120,"H0PFwVxTwKqSC1n",8.200038
121,"GvNbCAZwbDx0yxE",4.071862
121,"CxUYqup275XcH0t",0.018173
122,"OGYrqDu3xKMhS3J",0.684408
122,"WykDccCwYbiZRc9",705.979571
123,"y3ACIuAvAFH9Gsp",884.888602
123,"VJxvLRGxofoRjaL",0.270512
124,"vB1ODPHDEme05qw",1.965171
124,"x0gHms7e5YrUEFf",0.855144
125,"um7hfoDrcKvzH5r",6.536208
125,"t52nHQUzHzlBeOa",7.263331
126,"WTOg2JIAZgfXVr8",56.699101
126,"97oW2l9nkeusM38",0.604042
127,"MZdbjWfszxdNZyq",40.203219
127,"pqGkoE52zBjLaLb",809.797062
128,"vRQ94iHRWVzUSYY",98.085897
128,"2Nvd93ywXjwzmze",13.580109
129,"DnmoNX7Tt548btn",24.968279
129,"s9pvaXBPmxVT5cn",0.604362
130,"ZF9i1d5FYE8qC29",0.228776
130,"twJjoXIYZXBY7xz",153.876362
131,"9eSUzOOWgyY6Vif",661.972355
131,"HYj7FDOA523382v",0.737958
132,"sswZhcd5zZccUBk",0.000719
132,"MoxmSbFRLBT6djY",4.757882
133,"CBmJdxRgewM8zPj",27.858796
133,"tubn4KsOrXLsWSb",46.604165
134,"jCdC92qtIc06Ngd",87.753746
134,"hkLPQBZiO5XsQLD",2.686904
135,"lsPHfYH2CxOcDTM",0.046050
135,"zeJh0u9KA5craTR",0.462526
136,"ymZSO5A7A0bVsyJ",3.390105
136,"yqZsCql8905wi8C",3.072943
137,"nNDJiHsDQO0qFbf",909.769296
137,"EXKzs26xVkERPNL",31.549157
138,"l5lC2gFpSRTPA50",65.209897
138,"HfDdpnMG7UFaib4",4.172395
139,"94b8lDt9wEMc1wK",0.122721
139,"RkrurPeK96xr4d3",9.464303
140,"2PMc3JUhZBQUk1l",2.765983
140,"Dh8B5WfXi2eeghq",0.135151
141,"BHtyBPh9RSW0wo0",0.228805
141,"XeHwVJcduimZiNJ",944.188724
142,"Bv5QBawG13oUovu",481.941146
142,"z6miOExueyjqiuT",88.434606
143,"gMaI1pIW1XrgM9o",0.676388
143,"G5ujm5iFvPT6A4O",0.996729
144,"PKvPSff3hDuDCTK",83.290313
144,"qoIWINlXyPyQIjn",73.703151
145,"Iuyq4INd6BnztAL",676.533333
145,"cvuatiraqkf2TIH",0.937409
146,"rN50GZUDH9wW7QA",311.423926
146,"4eAQhcWYnYVmU8o",61.936674
147,"PMOTuTsJ512jntw",832.397684
147,"Iccb4TQRwGwqiIN",0.400444
148,"OnVRvmZ0OaXiBKF",2.146305
148,"5NP0ScHJHNGsd9t",854.797212
149,"5AhDpuAOJnIhwAn",531.843428
149,"7gFF2ZFCvAkGKQt",0.564511
150,"fetlFCvoVYhhKEj",0.931960
150,"04C7F6SWsfFrsFk",4.579347
151,"7Q33tj7WmALVuBq",720.475575
151,"6RS6hj78WFJitlP",5.335391
152,"CDFoX6af9b6AAca",90.144871
152,"TwBRhMKC9fuWE2Y",0.683452
153,"J0G4bqwLoMBFbMO",0.833427
153,"ip9UqgV6rdTiwWM",7.789588
154,"u8BfPFVPjdslHRZ",0.015681
154,"36CrRughvASTD2K",322.201421
155,"73VfcpP4O1pd2Hf",74.369935
155,"rR1acQnLak4iZJj",1.981890
156,"eeaNQZkqF5VDRuy",0.712865
156,"epnnKTuVGcZBhFN",0.829145
157,"27CLrDoyHK2tOrB",202.151436
157,"jAmppuryWmPkdyf",84.051387
158,"nPty0NrKOAXuNxq",4.727969
158,"LDbu7XxFepIr3dp",142.020046
159,"klaytZ4g73CoQ5k",69.877465
159,"uStc9us0et6B3sU",69.645689
160,"vda50jep1wabz9s",751.899241
160,"Y6aI7FgCXBkIDYZ",79.546481
161,"Q6tRORucUWwvbNu",0.568202
161,"KLkESQ7IS27w23J",6.435851
162,"mDwAAEYFv5cQOh4",0.664692
162,"KvLrUUrkeGREcnL",544.816120
163,"DfTkuv8jn9D1TLK",4.176708
163,"YXdk5XK2fa4s9yB",4.120113
164,"alxaE1rlnoSwapZ",195.486644
164,"Tq5ZIjxmTZS88HF",0.716616
165,"y5YoZB7p2IbzLy3",489.798660
165,"9D1z4GDTQ2mnN3C",718.583067
166,"OAdxQIBJHrGcnAA",0.061547
166,"W9h6HHc3zA5iR3n",2.791168
167,"3cWyAafTWzZmMct",7.285865
167,"EXFJXjo0HMSaApX",0.179966
168,"WS6fBselVGgBiyX",4.243785
168,"RgwjFIaeYR5owKM",77.050833
169,"KGZ523Lopg2i6oZ",160.238210
169,"G5T3ra09VnOVyrO",980.820038
170,"1Ax8Go9FrrGSzKd",20.790542
170,"gfOY7S1oXEHD8Yy",0.120907
171,"kpkxUQtvLfNQaGj",9.471703
171,"C1WPpqhvHs9NqBU",0.738196
172,"25xf9Cf3GOYA8lO",512.265148
172,"JE6yw2JgdaY0Plj",4.864478
173,"EBvCZLadoH0b92N",0.211652
173,"BINlYudaCHYzq8k",97.730128
174,"vwJOMzYV2Rp6ed5",55.513005
174,"AmTSt1hXaCJvI35",579.102056
175,"auVW9Tmay265PwI",82.954893
175,"USz4jHBg9uHHA09",8.145854
176,"o0RTUI4grQ2mgnr",85.975687
176,"n9uNzEm2azEehnM",74.291861
177,"Y5mFYoecffwy0Zr",367.969174
177,"XU0ZRPenBFdVqmk",303.817709
178,"qhRieeIh8JHUZrH",254.352995
178,"GiYFi5mt5hKgpDv",1.758550
179,"zPiIdou75DSEP6V",71.669417
179,"zUVccvExxvYkFv6",9.488906
180,"aQdVburMWVE5J4u",61.253846
180,"eQKXqcwpCwEKZWv",229.500160
181,"9QGUB6Pz8xNOBdf",5.893879
181,"nFeSHL0wHNlnN0Q",0.491858
182,"zXv9IbRSdjXZGuc",0.260230
182,"vHnUQMguuxx933G",0.263154
183,"k7TCmp3yTx69R6B",47.140505
183,"x1nMHFTyEgqdemF",0.635550
184,"kJeYCvMQRcEcL60",522.720531
184,"2rN0ZtOt8AEtn3l",158.974134
185,"d5U9AgqVbSh6k46",554.142164
185,"kEaD9wGXJa6LzTN",46.218793
186,"vMvKpkJmUwEOYsE",0.499468
186,"IlZqOg2vZ784L2S",82.491018
187,"fhDyO97gGrhQyHX",28.670111
187,"ScU2ALFIgdxjIwI",808.304231
188,"d1rCEM4hdEROMej",65.357403
188,"emap9ecUx3ibERN",30.977444
189,"MScJY1kfYiacYb1",20.713935
189,"MszhwvHFmgmjMBp",3.379843
190,"2ZGBF1OMp55niUo",25.703240
190,"yA87RgnuPgraumj",0.064721
191,"rsupFHa8W2T4FD7",11.148415
191,"IDM95vY9fX2r87U",2.422831
192,"TK7p4AMrWx8rYQU",4.968479
192,"3KbNt0CNYEE5ccx",0.215297
193,"oLq1T8ugWPtVRyw",85.984006
193,"sp0AVGKMiwwk65K",0.286457
194,"aSfKinEAe4IC2rU",15.273277
194,"cCqAAdcWfgNGPxJ",5.903512
195,"ilX5wxykCiB51d3",71.056568
195,"PU3opCzIJZp6aul",46.313056
196,"RQ9RxgHeMwLXpjP",840.770228
196,"MyiIzO2aKEGcdME",25.434063
197,"IOot6Na4MDP1lL5",1.133109
197,"E8XsXWyRQqwfI7c",0.703834
198,"MkLU4Q2nTJKNuUy",68.313656
198,"WXrR0Xe9r4jpiDn",14.623597
199,"bFRdFfMs3ec4l92",59.781592
199,"Lh8azRcmMApZZHk",0.170115
200,"noNmJTBQX2STxsj",3.392586
200,"K9BvbWMGY5ZCpNz",0.654608
201,"QrM2s5oamyTRb7B",269.617409
201,"grml93YOnfnsgCH",557.845147
202,"XoOvx3AjKzR416R",863.346942
202,"IpBAa1khWeLZR0A",0.164918
203,"SvipEbaR8Rph51i",61.713926
203,"TmqkOkc8NQGcksV",8.046414
204,"z0ulhRG0pUeE0XN",240.164141
204,"BLHKt5hO5tm49Zj",31.666558
205,"qeyaE0BltUnZmG0",5.854836
205,"o1YXyKoj6cmhgZ3",1.728785
206,"5eqbB9NLU09KFbv",564.444919
206,"mCHoGPrB14zkeba",30.308366
207,"oZDRUdxzUsOnBFU",718.872143
207,"p9lTtTTCSwR3Cdd",28.322223
208,"g59aNbOdBBgAswJ",5.738333
208,"e2gDGqC0el1hmEn",41.092819
209,"vhxiZ2ivnwxaLPY",0.266367
209,"ck8N7zS0WiRQbyG",579.612696
210,"LexZF5zW2ed7B06",0.095414
210,"Y5mPxzNoVWYXC3c",721.105206
211,"7pMD9zjBjg2ogDV",0.038933
211,"8qwpOAI7GI6RfrZ",983.301961
212,"DckHwNlxyp5wxlZ",0.222480
212,"beDPxkwQ0F6QXFx",0.058610
213,"JsmCePET7e11xVQ",0.958426
213,"ljyELCnAse4QQUl",87.134921
214,"zhP9WT3OG5QklI8",0.534209
214,"HXBMQgVcIbRvdXg",146.688561
215,"f7m0On98YPW6Fhg",0.979738
215,"4zz2gB4YEWOY9uN",289.731139
216,"bR7VnDhSqtgyhmm",5.927419
216,"eMV8CkEoCr6B45w",0.073463
217,"zd6Y2tWL2K0vN11",7.368440
217,"agtB8STKje7ynxt",0.412021
218,"flKbEIN3NRPqg7n",0.269084
218,"ukKv2AWyypnkJD0",6.017960
219,"zPsCbIjK7h2nb55",747.135685
219,"YmbSWRO085cOFCB",2.734433
220,"qu7DQhkiorbcTTA",98.480507
220,"d0aNhTq3BJ7XeQH",3.713965
221,"JIL5w4FurVhFg1M",11.700923
221,"rHz2rBys7fD7xOt",3.501691
222,"VWYAvgT1fOSwCqo",90.308187
222,"lCUZ9jTwXUZCMND",0.953747
223,"Sft3j2SMLOELScY",550.776482
223,"ZwlB2MbFyXgVjJz",961.503978
224,"oOn8beIaEIeM5yL",336.861556
224,"mFoCes1z3VV8xFE",0.409789
225,"co0bao1HgKSg2CJ",0.871646
225,"qNUIW125v5OqVsW",1.263609
226,"RTDI7lNoRk2TIYJ",0.059728
226,"abpkPFBd5yqw9nM",796.798791
227,"Yl54eLYTHaxPcuP",17.253897
227,"pSVIVTYZX54fAUm",63.899588
228,"D5klYllRec6WCi0",49.876136
228,"4kmF06ofDY3ZKBD",0.581943
229,"OuGGfb04q80s9Ll",34.717428
229,"bRAQrDuwQ3xOMhX",6.651363
230,"BigtXNgjIFnaCrO",0.081691
230,"RhG9ocTz0KtbGMJ",54.329180
231,"vqarQTnKHM9If5j",0.707463
231,"q4KwgVZE8GRE1Ji",0.515158
232,"zawmAVpcS95fO63",0.982658
232,"260GmEs6s78XuSN",298.192234
233,"cGlxMKf9qysewSM",0.074796
233,"5TlhN8Q8M2GWdMT",0.974384
234,"DdzRMFb5Sx9FZY3",419.762270
234,"F13G5AGUCiGSym3",93.508054
235,"yBOefFdcQ72iVXC",73.712899
235,"hgiMWaDwSa4FsWG",25.944733
236,"JGYonB5uueg8qxn",673.138161
236,"zLbsWUI9LbPYipn",0.011027
237,"Cj8BW00c87mgJYr",9.347285
237,"OuGVsKLJMUwpyTQ",40.428509
238,"VtpSiyeMAxEYGDi",200.618553
238,"8bAeNShl0zWxme4",265.535489
239,"DCNgAdSjlOrV5yp",2.019842
239,"HHosAJcGLjcwVhg",49.240480
240,"PbwgsHePSWNmcXh",441.223302
240,"3G7CmArskvrN9ol",100.335116
241,"9ZJMRvRb25kYkUK",0.237093
241,"6HiRXunlWtMqQZE",3.749955
242,"Colmy8vEBDJ2qC6",13.467393
242,"Q65lEUwESEPFMC7",79.121634
243,"MZkUm8zUyuGDZ3M",694.895223
243,"sAE7ZVbgEDz7Fwk",21.386054
244,"g1rvJZrDrfoRHeD",3.988277
244,"ihHDL0ieuYw91nZ",29.478527
245,"L9WAGCHtGho46zg",0.008464
245,"pFcoHb6theLJdod",37.594915
246,"rHMHQeWWUraOIQE",3.300312
246,"ag0OPc829v9UhfH",874.095358
247,"bvhFx7uoe736FaH",6.207454
247,"uKJy6yYdtMp50xZ",60.792341
248,"hMGr8UP1PEJtbcj",7.877246
248,"hyelvWLigJVsQII",46.338009
249,"EigOKiZ8HCRUj8e",0.600030
249,"zAy93KilaU8czpC",0.669479
250,"Lffp82B209sKvbV",7.005479
250,"QzRONDUAtldfqBz",0.672527
251,"tKXPASLvp2IN5Mh",4.408902
251,"poyWfYR4ZMfNZP1",0.086233
252,"uSpCeRPGlVvHBBU",0.145084
252,"ic0tpn37OCRh6qD",27.404207
253,"rGVKex26lnYVKo3",847.291023
253,"z3UWjAepUmnxYJt",9.831412
254,"1oNvJwZtprQoDSh",8.177121
254,"F8VoT3lszokesjt",0.768883
255,"SKYHlqQidHpsLmZ",81.180207
255,"IxbaDWdgRjXrT6g",0.404705
256,"ovkW8If9ujsOLcz",74.096950
256,"YoGj9ZaPK87AYOq",12.691588
257,"OcqojZXFZLbFWjt",0.932496
257,"bod5NBhAfvwxDwg",0.804965
258,"ADSgG5YMlebIlF0",386.167125
258,"2JCwh4o5L6f2mus",351.504934
259,"10lrvK5MmCErpMt",0.881028
259,"ajUGDztOMvhqIxP",26.420341
260,"jvqrBmORagxCEJs",85.925665
260,"W0QjAPqkD9STjNm",88.709787
261,"zl5OJJOy9snrJyq",832.532611
261,"sX2KsBYnkgVDfiN",244.016224
262,"SoKjHsCWXQrHurr",684.849988
262,"k3QZhaYRfQYkTe2",493.513921
263,"FQrPL663Hlcn3uu",39.992974
263,"Aq97gxdoHrjug9E",924.116618
264,"j7H2B0cCsTFn02q",61.642363
264,"kzYb9C1QTIme3xR",0.690720
265,"qlAXwBGdHBgbKPG",107.093882
265,"61gbrPXQCXItfrf",670.747228
266,"owXfPAGAzG6R6vS",0.036187
266,"C29QCF6Nh3ZKpcL",370.783388
267,"2mejdXKurCQaUsO",1.658963
267,"1lHF8tB6YPtf2Rr",28.926677
268,"pl8j6DZm5lXlsbA",751.384584
268,"xJ7Cs1Y7qAtwpdO",729.355203
269,"alHY5CyIm80loK1",108.838843
269,"AzRkVxCvJAwCBKp",765.541062
270,"sOXIounSFhlt6ek",4.181416
270,"aOf53Dp6Z7X9ZVf",795.730766
271,"6vja5xcBRwMR35y",686.766854
271,"pAdqghjBJaJcHqH",0.132067
272,"APjIrPi50JvzdW7",0.667423
272,"1cJ8j9GzJ1wasSn",0.959831
273,"Zoir07V4zw8FLiE",4.246466
273,"JFky60Kq6xd7gR8",432.446431
274,"O5h3ufGHj6ZlxPb",99.360154
274,"kcCu9YAwdj4UMcQ",8.958590
275,"YK8x0zuu29E2oDK",4.979044
275,"sHUQVExnehUGXBs",29.482299
276,"uP3LwlobchIYhZQ",1.522203
276,"dskWg5MOAnjZWll",615.466213
277,"gTYjfTJ2kBifFMT",89.884835
277,"uNgYLpbWM3Ys5Ep",83.477686
278,"nUcAXsiyGjoPQMh",89.592143
278,"tlv64ZPI4nMyJ51",34.119164
279,"FkxNY4NhQI2Nzbp",551.255622
279,"Bg6wFS2lK5OvJVj",13.706156
280,"CVrJ6nUpZF7Ll9d",88.426768
280,"R93y7LukQUHyiHP",7.053134
281,"eo8CvfefSe08qfB",667.732904
281,"BRjSMibOY5etwqL",4.434028
282,"UpFRkWDdxKikUXY",9.127069
282,"Xpap2HlDgLGJsS1",31.168902
283,"iwLXsWp7ZYzktSl",57.153721
283,"yz9IGLwmJflFIQf",902.547098
284,"QTcNUc4e8Pjpx2p",0.200378
284,"OwkvTimkTEcSapR",3.570199
285,"72WvD9dGRsoXiTY",0.702429
285,"SMxaTarlSI0mdeM",49.710769
286,"75O0LQxGfg4EFvU",2.569948
286,"4zfJGRIVFo45uZ3",845.962168
287,"Ls3WmLk8QMf4ePc",3.384652
287,"uYedWgqaT3oG8mi",53.959274
288,"225ZYCRFwDXilvX",81.414918
288,"nq9w4OMMOaHkswT",0.098410
289,"6rEKXfPiArp59aE",529.959154
289,"reGBimPLFqg5WwZ",1.821801
290,"gQyhgXbued0OiKd",0.459914
290,"R9YiZzSQqsnaI8G",24.819260
291,"g91MMiyatpnwZp9",70.443444
291,"kGPzVcxfcGtcZa6",611.576905
292,"Ctm9VtUYRRvzw7t",93.365641
292,"hO1OocUbG7I8Suh",25.762929
293,"eu1esLkhrlWfrjz",96.089673
293,"dYdXTen6CsEeUl2",0.728248
294,"b38CvAh01WJs1GD",6.916885
294,"iGDwv6UUxL3wImX",0.343200
295,"j5M8GhsnLFWAZ6l",0.377306
295,"Rzba5HXI3g8zFOU",28.800161
296,"gaxA4b23WMsEu7L",0.676754
296,"QsqoHbPYSGHamdS",0.268352
297,"ojMSyQm7yrzhy0i",1.642248
297,"qzbkG5sS9u5Yydk",96.410962
298,"OnMx6KldtlWy50x",0.553612
298,"5zaPwVDHGuWUEo4",7.309817
299,"DXBwJdcl3yMUEFl",8.538238
299,"q4pw21p5qS7UzCA",8.257081
